premium,name,department,has_test,response_letter_required,area,address,employer,snippet,schedule,working_time_intervals,accept_temporary,professional_roles,experience,employment,key_skills,average_salary,min_salary,max_salary,hours_since_publication
False,Разработчик Python,,False,False,Москва,,Гриндата,"{'requirement': 'Python от 2х лет. FastAPI, Flask. PostgreSQL. SQLAlchemy. Oracle, MSSQL. Redis , RabbitMQ. Docker, Gitlab CI / CD. Threading, Subprocess, Asyncio. ', 'responsibility': 'Разработка <highlighttext>ML</highlighttext> сервисов на Python (доработка существующих функционала и разработка нового). Участие в разработке архитектуры сервиса. Оптимизация производительности и масштабируемости...'}",Полный день,,False,"Программист, разработчик",От 1 года до 3 лет,Полная занятость,[],,,,27
False,AI/ML Engineer Стажёр,,False,False,Ташкент,,YATT YULDASHEV PULAT BAXTIYOROVICH,"{'requirement': 'Идеальный кандидат уже имеет опыт работы с Telegram API и предпочтительно использует aiogram. Если вы способны создать функционального бота с...', 'responsibility': 'Разработчиков, увлечённых созданием чат-ботов:'}",Гибкий график,Можно сменами по 4-6 часов в день,False,"Программист, разработчик",Нет опыта,Стажировка,"['Python', 'PostgreSQL', 'ORM', 'Git', 'ООП', 'REST API']",,,,77
False,Python-разработчик,,False,False,Москва,"{'city': 'Москва', 'street': 'Пресненская набережная', 'building': '12', 'lat': 55.749537, 'lng': 37.537398, 'description': None, 'raw': 'Москва, Пресненская набережная, 12', 'metro': {'station_name': 'Деловой центр (Выставочная)', 'line_name': 'Филевская', 'station_id': '4.172', 'line_id': '4', 'lat': 55.750243, 'lng': 37.542641}, 'metro_stations': [{'station_name': 'Деловой центр (Выставочная)', 'line_name': 'Филевская', 'station_id': '4.172', 'line_id': '4', 'lat': 55.750243, 'lng': 37.542641}], 'id': '79083'}",ВТБ Капитал,"{'requirement': 'Python (flask/django, multiprocessing, pandas, numpy). Основы разработки Http сервера (низкая нагрузка). Sql (Postgres/MSSql). ООП, паттерны программирования. Gitlab(администрирование). ', 'responsibility': '...<highlighttext>ML</highlighttext> (поддержка <highlighttext>ML</highlighttext> разработчиков). Автоматизация сбора, хранения данных. Автоматизация обработки данных анализа. Настройка, поддержание ПО на сервере для работы <highlighttext>ML</highlighttext>...'}",Полный день,,False,"Программист, разработчик",Нет опыта,Полная занятость,"['Python', 'SQL', 'Flask', 'Django Framework']",,,,122
False,Стажер ML Engineer,,False,False,Москва,,Ecom.tech,"{'requirement': 'Понимание теории NLP. Наличие проектов связанный с NLP. Общее понимание технологий LLM. Знание pytorch. Будет плюсом: Знание AirFlow.', 'responsibility': 'Коммерческие продукты занимаются управлением жизненным циклом продавца на маркетплейсе: привлечение, удержание, повышение удовлетворенности и остальное . Команда занимается обработкой карточек товаров. '}",Удаленная работа,,False,Дата-сайентист,Нет опыта,Стажировка,[],,,,27
False,Software engineer,,False,False,Астана,,Nazarbayev University,"{'requirement': 'Testing and deployment.  Experience in API development using FastAPI for machine learning.  Familiarity with scaling <highlighttext>ML</highlighttext> models for high traffic...', 'responsibility': 'Efficient performance and scalability. - Monitor and troubleshoot production <highlighttext>ML</highlighttext> systems, ensuring high availability and. Performance. - Design, manage, and optimize database...'}",Полный день,,False,"Программист, разработчик",Нет опыта,Полная занятость,[],,,,35
False,Аналитик данных,,False,False,Санкт-Петербург,,Екомселлер,"{'requirement': 'Уверенное знание clickhouse. Работа с большими объемами данных. Знание Python будет плюсом.', 'responsibility': 'Аналитика больших объемов данных. Формирование аналитических срезов. Разработка систем прогнозирования. Формирование ETL из datalake. Работа с <highlighttext>ML</highlighttext>.'}",Полный день,,False,"BI-аналитик, аналитик данных",Нет опыта,Полная занятость,"['Факторный анализ', 'Формирование аналитической отчетности', 'SQL', 'Clickhouse']",112500.0,90000.0,,118
False,Разработчик Python,,False,False,Пермь,,Гриндата,"{'requirement': 'Python от 2х лет. FastAPI, Flask. PostgreSQL. SQLAlchemy. Oracle, MSSQL. Redis , RabbitMQ. Docker, Gitlab CI / CD. Threading, Subprocess, Asyncio. ', 'responsibility': 'Разработка <highlighttext>ML</highlighttext> сервисов на Python (доработка существующих функционала и разработка нового). Участие в разработке архитектуры сервиса. Оптимизация производительности и масштабируемости...'}",Полный день,,False,"Программист, разработчик",От 1 года до 3 лет,Полная занятость,[],,,,27
False,Аналитик данных,,False,False,Москва,,Lamoda,"{'requirement': 'Опыт использования Python для анализа данных (библиотеки для анализа данных, визуализации данных, <highlighttext>ML</highlighttext>). Хорошие аналитические способности, умение делать выводы и...', 'responsibility': 'Создание регулярных и разовых отчетов для департамента доставки. Проведение аналитики и исследований инициатив и процессов департамента. Написание запросов SQL для...'}",Полный день,,False,Аналитик,От 1 года до 3 лет,Полная занятость,"['SQL', 'Аналитическое мышление']",,,,152
False,Аналитик данных (junior),,False,False,Санкт-Петербург,"{'city': 'Санкт-Петербург', 'street': 'Невский проспект', 'building': '142', 'lat': 59.92984008996423, 'lng': 30.369443711638556, 'description': None, 'raw': 'Санкт-Петербург, Невский проспект, 142', 'metro': None, 'metro_stations': [], 'id': '5765273'}",РЭС ИНЖИНИРИНГ,"{'requirement': 'Знание JavaScript. Опыт работы с NLP-задачами и <highlighttext>ML</highlighttext>-фреймворками (TensorFlow, PyTorch и др.). Знание принципов обучения и написания промптов...', 'responsibility': 'Администрирование собственного портала работы с зарубежными поставщиками на базе AirTable (сбор статистики, техническая поддержка, внедрение нового функционала). Поиск и внедрение...'}",Полный день,,False,Дата-сайентист,Нет опыта,Полная занятость,[],,,,147
False,Data Analyst,,False,False,Москва,,GlowByte,"{'requirement': 'Понимание предметной области: клиентская аналитика, целевой маркетинг, программы лояльности, CRM в банках, телеком-операторах, розничных торговых сетях. Основы <highlighttext>ML</highlighttext> – поиск...', 'responsibility': 'Платформы хранения и анализа данных (DWH/BI). Системы принятия решений и управления рисками. Аналитические и операционные CRM. ORACLE DB, MS...'}",Полный день,,False,"BI-аналитик, аналитик данных",От 1 года до 3 лет,Полная занятость,"['SQL', 'Python', 'ML', 'A/B/n']",,,,624
False,Data analyst (офис),,False,False,Москва,"{'city': 'Москва', 'street': 'улица Дурова', 'building': '26с1', 'lat': 55.778122, 'lng': 37.626502, 'description': None, 'raw': 'Москва, улица Дурова, 26с1', 'metro': {'station_name': 'Проспект Мира', 'line_name': 'Кольцевая', 'station_id': '5.119', 'line_id': '5', 'lat': 55.779584, 'lng': 37.633646}, 'metro_stations': [{'station_name': 'Проспект Мира', 'line_name': 'Кольцевая', 'station_id': '5.119', 'line_id': '5', 'lat': 55.779584, 'lng': 37.633646}, {'station_name': 'Проспект Мира', 'line_name': 'Калужско-Рижская', 'station_id': '6.120', 'line_id': '6', 'lat': 55.781827, 'lng': 37.633199}, {'station_name': 'Сухаревская', 'line_name': 'Калужско-Рижская', 'station_id': '6.137', 'line_id': '6', 'lat': 55.772315, 'lng': 37.63285}], 'id': '4614556'}",ЕВРОПЕЙСКИЙ МЕДИЦИНСКИЙ ЦЕНТР,"{'requirement': 'Понимание классических методов и алгоритмов машинного обучения, опыт их применения на практике. Опыт построения <highlighttext>ML</highlighttext>-моделей для формирования персональных рекомендаций...', 'responsibility': 'Анализ данных, сегментация, выявление закономерностей, next best action, предиктивные модели, подготовка баз данных для различных проектов, коммуникаций. Разработка моделей для...'}",Полный день,,False,"BI-аналитик, аналитик данных",От 3 до 6 лет,Полная занятость,[],,,,217
False,Data Scientist,,False,False,Москва,"{'city': None, 'street': None, 'building': None, 'lat': 55.74146507524133, 'lng': 37.63113245701637, 'description': None, 'raw': 'Москва, Озерковский переулок, 12.', 'metro': None, 'metro_stations': [], 'id': '335836'}",BND LLC,"{'requirement': 'Высшее образование (математическое, техническое). Возможность работать полную рабочую неделю. Знание современных архитектур нейросетей. Понимание как устроены классические алгоритмы машинного обучения...', 'responsibility': 'Собирать и готовить данные для использования в <highlighttext>ML</highlighttext>-моделях. Разработка и поддержка микросервисов на Python, основанных на моделях компьютерного зрения...'}",Полный день,,False,Дата-сайентист,Нет опыта,Полная занятость,"['Computer Vision', 'Python', 'OpenCV', 'NamPy', 'pandas', 'ML', 'SQL', 'TensorPT']",66400.0,,80000.0,73
False,Разработчик ML Junior,,True,False,Москва,,Солар,"{'requirement': '...разработке <highlighttext>ML</highlighttext>-алгоритмов от полугода. Знание <highlighttext>ML</highlighttext>-алгоритмов. Знание алгоритмов оптимизации (МНК, интерполяция и тд.). Знание алгоритмов классических алгоритмов <highlighttext>ML</highlighttext>...', 'responsibility': '...аналитики и <highlighttext>ML</highlighttext>. Анализ данных и выявление закономерностей в них. Разработка <highlighttext>ML</highlighttext>-алгоритмов4. Разработка прототипов решений <highlighttext>ML</highlighttext>. '}",Удаленная работа,,False,"Программист, разработчик",Нет опыта,Полная занятость,"['ML', 'ML алгоритмы', 'МНК', 'интерполяция', 'регрессия', 'опорные векторы', 'K-средних', 'Снижение размерности', 'Статистика', 'Математическая статистика', 'основы математического анализа', 'Python', 'Linux', 'SQL', 'разработка', 'ML гипотезы', 'Gitlab']",,,,105
False,Data Scientist,,False,False,Москва,"{'city': 'Москва', 'street': 'Летниковская улица', 'building': '10с4', 'lat': 55.724824, 'lng': 37.642626, 'description': None, 'raw': 'Москва, Летниковская улица, 10с4', 'metro': {'station_name': 'Павелецкая', 'line_name': 'Замоскворецкая', 'station_id': '2.101', 'line_id': '2', 'lat': 55.729741, 'lng': 37.638693}, 'metro_stations': [{'station_name': 'Павелецкая', 'line_name': 'Замоскворецкая', 'station_id': '2.101', 'line_id': '2', 'lat': 55.729741, 'lng': 37.638693}], 'id': '932725'}",TWINO,"{'requirement': 'Ты имеешь богатый опыт полного цикла внедрения <highlighttext>ML</highlighttext> моделей – от сбора требований до реализации и мониторинга. У тебя есть понимание...', 'responsibility': 'Проектирование и разработка скоринговых моделей. Мониторинг и улучшение процесса скоринга. Корректировка скоринговых моделей по мере необходимости. Изучение новейших методов в...'}",Полный день,,False,Дата-сайентист,От 1 года до 3 лет,Полная занятость,"['SQL', 'FastAPI', 'PostgreSQL', 'Big Data']",,,,32
False,Специалист по сбору и обработке данных,,False,False,Екатеринбург,,ГК СиДиСи (CDC),"{'requirement': 'Внимательность к деталям: точность и внимательность при выполнении разметки данных. Техническая грамотность. Способность эффективно общаться с командой и адекватно реагировать...', 'responsibility': '...изображений в соответствии с заданными параметрами и стандартами для обучения <highlighttext>ML</highlighttext>-моделей. Классификация и аннотация: присвоение меток, классификация объектов и...'}",Удаленная работа,,False,"Программист, разработчик",Нет опыта,Полная занятость,[],75000.0,60000.0,,148
False,Специалист по сбору и обработке данных,,False,False,Москва,,ГК СиДиСи (CDC),"{'requirement': 'Внимательность к деталям: точность и внимательность при выполнении разметки данных. Техническая грамотность. Способность эффективно общаться с командой и адекватно реагировать...', 'responsibility': '...изображений в соответствии с заданными параметрами и стандартами для обучения <highlighttext>ML</highlighttext>-моделей. Классификация и аннотация: присвоение меток, классификация объектов и...'}",Удаленная работа,,False,"Программист, разработчик",Нет опыта,Полная занятость,[],75000.0,60000.0,,148
False,DS / ML инженер,,False,False,Москва,"{'city': 'Москва', 'street': 'Марксистская улица', 'building': '22с1', 'lat': 55.737694, 'lng': 37.660718, 'description': None, 'raw': 'Москва, Марксистская улица, 22с1', 'metro': None, 'metro_stations': [], 'id': '331985'}",МТТ (MTC Exolve),"{'requirement': 'Опыт в Data Science или <highlighttext>ML</highlighttext> от 1 года. Знания в области прикладной статистики, математики. Знания SQL(ClickHouse, PostgreSQL). ', 'responsibility': 'Строить модели ASR/TTS. Вести обсуждение потенциальных фичей с экспертами предметной области. Конструировать признаки для <highlighttext>ML</highlighttext>-моделей. Разработка математических моделей...'}",Удаленная работа,,False,Дата-сайентист,От 1 года до 3 лет,Полная занятость,[],,,,150
False,Data аналитик,,False,False,Москва,"{'city': 'Москва', 'street': 'Малый Конюшковский переулок', 'building': '2', 'lat': 55.75824, 'lng': 37.580193, 'description': None, 'raw': 'Москва, Малый Конюшковский переулок, 2', 'metro': {'station_name': 'Баррикадная', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.16', 'line_id': '7', 'lat': 55.760793, 'lng': 37.581242}, 'metro_stations': [{'station_name': 'Баррикадная', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.16', 'line_id': '7', 'lat': 55.760793, 'lng': 37.581242}], 'id': '6906995'}",Кофемания,"{'requirement': 'Умеете расставить приоритеты и не откладывать сложные важные задачи. Понимаете базовые принципы <highlighttext>ML</highlighttext>. Понимаете задачи, которые выполняет дата-инженер и...', 'responsibility': 'Искать точки роста и возможности для оптимизации процессов работы с данными для всех департаментов компании. Участвовать в построении DWH. '}",Гибкий график,,True,"BI-аналитик, аналитик данных",От 1 года до 3 лет,Полная занятость,"['SQL', 'Python', 'pandas', 'Аналитическое мышление', 'Data Analysis']",150000.0,120000.0,180000.0,202
False,Data Scientist,,False,False,Москва,"{'city': 'Москва', 'street': 'улица Коровий Вал', 'building': '5с1', 'lat': 55.728849, 'lng': 37.620321, 'description': None, 'raw': 'Москва, улица Коровий Вал, 5с1', 'metro': {'station_name': 'Добрынинская', 'line_name': 'Кольцевая', 'station_id': '5.36', 'line_id': '5', 'lat': 55.728994, 'lng': 37.622533}, 'metro_stations': [{'station_name': 'Добрынинская', 'line_name': 'Кольцевая', 'station_id': '5.36', 'line_id': '5', 'lat': 55.728994, 'lng': 37.622533}, {'station_name': 'Октябрьская', 'line_name': 'Калужско-Рижская', 'station_id': '6.94', 'line_id': '6', 'lat': 55.731232, 'lng': 37.612851}, {'station_name': 'Серпуховская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.37', 'line_id': '9', 'lat': 55.726548, 'lng': 37.624792}], 'id': '1079022'}",Европлан,"{'requirement': 'Продвинутый уровень владения математикой и статистикой. Опыт работы с классическим стеком алгоритмов машинного обучения (задачи классификации и регрессии) и их...', 'responsibility': 'Помощь бизнесу в проверке гипотез и принятии правильных решений на основе данных. Построение и обслуживание <highlighttext>ML</highlighttext>-моделей. Проведение экспериментов, А...'}",Удаленная работа,,False,Дата-сайентист,От 1 года до 3 лет,Полная занятость,"['Python', 'PostgreSQL', 'ML', 'SQL', 'Machine Learning', 'Data Science']",,,,29
False,QA Engineer / Инженер по тестированию,,False,False,Санкт-Петербург,"{'city': 'Санкт-Петербург', 'street': 'Большая Зеленина улица', 'building': '24', 'lat': 59.963656, 'lng': 30.287077, 'description': None, 'raw': 'Санкт-Петербург, Большая Зеленина улица, 24', 'metro': {'station_name': 'Петроградская', 'line_name': 'Московско-Петроградская', 'station_id': '15.215', 'line_id': '15', 'lat': 59.966389, 'lng': 30.311293}, 'metro_stations': [{'station_name': 'Петроградская', 'line_name': 'Московско-Петроградская', 'station_id': '15.215', 'line_id': '15', 'lat': 59.966389, 'lng': 30.311293}, {'station_name': 'Чкаловская', 'line_name': 'Фрунзенско-Приморская', 'station_id': '18.248', 'line_id': '18', 'lat': 59.961033, 'lng': 30.292006}], 'id': '3066569'}",Just AI,"{'requirement': 'Системное мышление и аналитические способности. Желание развиваться в области AI/<highlighttext>ML</highlighttext>. Адекватность, аккуратность, логическое мышление. Опыт работы с linux. ', 'responsibility': 'Проверять функциональность Web IDE и визуального конструктора ботов (в части backend). Тестировать и улучшать систему аналитики работы ботов (нашим пользователям...'}",Полный день,,False,Тестировщик,От 1 года до 3 лет,Полная занятость,[],,,,104
False,Инженер компьютерного зрения / CV engineer,,False,False,Санкт-Петербург,"{'city': 'Санкт-Петербург', 'street': 'набережная Обводного Канала', 'building': '93а', 'lat': 59.916451, 'lng': 30.338676, 'description': None, 'raw': 'Санкт-Петербург, набережная Обводного Канала, 93а', 'metro': None, 'metro_stations': [], 'id': '445179'}",Виста,"{'requirement': '...принципов и алгоритмов классического <highlighttext>ML</highlighttext>. Владение английский языком на уровне чтения научных статей. Опыт перевода бизнес-задач в термины <highlighttext>ML</highlighttext>.', 'responsibility': 'Разработка DL-моделей для медицины (рентген-снимки). Анализ и визуализация данных. Формирование датасетов из открытых источников и наших наборов данных. '}",Полный день,,False,Другое,От 1 года до 3 лет,Полная занятость,[],,,,695
False,Аналитик данных,,False,False,Москва,"{'city': 'Москва', 'street': 'Пятницкая улица', 'building': '74с1', 'lat': 55.73153518910342, 'lng': 37.6248877815798, 'description': None, 'raw': 'Москва, Пятницкая улица, 74с1', 'metro': None, 'metro_stations': [], 'id': '11706192'}",Российское общество Знание,"{'requirement': '...стороны и придумывать решения. Опыт работы с web-аналитикой. Понимание планирования процессов в Airflow. Умение использовать <highlighttext>ML</highlighttext>-модели “из коробки”.', 'responsibility': 'Проектировать новые метрики для продуктов и проектов. Создавать и поддерживать аналитическую отчетность (выгрузки и дашборды). Формулировать и проверять гипотезы на...'}",Полный день,,False,"BI-аналитик, аналитик данных",От 1 года до 3 лет,Полная занятость,"['Анализ данных', 'Power BI', 'Clickhouse', 'SQL']",275000.0,220000.0,,126
False,Senior Java Engineer,,False,False,Ростов-на-Дону,,ГРУППА МЕГАПОЛИС,"{'requirement': 'Математический бэкграунд. Опыт программирования на С++. Опыт работы в области <highlighttext>ML</highlighttext> (machine learning). Опыт работы с текстовой информацией: RegExp, bash...', 'responsibility': 'Писать надежный код на JavaSE. Оптимизировать существующие алгоритмы по быстродействию и потреблению памяти. Проводить эксперименты с целью определения слабых и...'}",Удаленная работа,,False,"Программист, разработчик",Более 6 лет,Полная занятость,"['Java', 'Java SE', 'MySQL', 'C++', 'Алгоритмы и структуры данных', 'Статистический анализ']",814176.0,478927.2030651341,1149425.287356322,125
False,Аналитик данных/ml инженер (Junior),,False,False,Москва,"{'city': 'Москва', 'street': 'Цветной бульвар', 'building': '2', 'lat': 55.768025, 'lng': 37.623483, 'description': None, 'raw': 'Москва, Цветной бульвар, 2', 'metro': {'station_name': 'Трубная', 'line_name': 'Люблинско-Дмитровская', 'station_id': '10.177', 'line_id': '10', 'lat': 55.76771, 'lng': 37.621926}, 'metro_stations': [{'station_name': 'Трубная', 'line_name': 'Люблинско-Дмитровская', 'station_id': '10.177', 'line_id': '10', 'lat': 55.76771, 'lng': 37.621926}, {'station_name': 'Цветной бульвар', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.154', 'line_id': '9', 'lat': 55.771653, 'lng': 37.620466}], 'id': '3318966'}",НПФ Будущее,"{'requirement': 'Практический опыт работы с анализом данных и построением <highlighttext>ML</highlighttext> моделей. Технический background. Понимание оптимизационных алгоритмов, подходов к решению минимаксных задач...', 'responsibility': 'Полный цикл разработки <highlighttext>ML</highlighttext> моделей (от постановки задачи на разметку до реализации самой модели). Разработка прогнозных моделей. Сбор данных для...'}",Полный день,,False,"BI-аналитик, аналитик данных",От 1 года до 3 лет,Полная занятость,[],,,,484
False,Стажер Data science (Дирекция цифрового развития),,False,False,Москва,,Банк Русский Стандарт,"{'requirement': 'Прохождение одного или нескольких курсов по <highlighttext>ML</highlighttext>, BIG DATA на coursera, Stepik и др.. Участие в проектах или хакатонах по...', 'responsibility': 'Подготовка и предобработка данных для анализа и моделирования. Участие в разработке и тестировании машинных алгоритмов под руководством опытных специалистов. '}",Полный день,,False,"BI-аналитик, аналитик данных",Нет опыта,Стажировка,[],,,,127
False,"Стажер computer vision (задачи visual slam and odometry, structure from motion)",,False,False,Москва,,MindSet,"{'requirement': 'Навыки: Python, знание основ <highlighttext>ML</highlighttext>, знание основ CV, знание 3d <highlighttext>ml</highlighttext>, знание visual slam и odometry, знание с/с++...', 'responsibility': 'Применение классического <highlighttext>ML</highlighttext> к постобработке результатов нейросетевых моделей. Построение моделей машинного обучения, написание скриптов на python. Внедрение моделей в продукцию. '}",Удаленная работа,Можно сменами по 4-6 часов в день,True,Дата-сайентист,Нет опыта,Стажировка,"['MS PowerPoint', 'Подготовка презентаций', 'Навыки презентации', 'Python', 'machine learning', 'Анализ данных', 'MATLAB', 'Computer Vision', 'OpenCV', 'DATA SCIENCE', 'PyTorch', 'синтетические данные', 'разметка', 'SciPy', 'Machine Learning', 'Машинное обучение', 'Scikit-learn', 'Deep Learning', 'unreal enginge', 'Unity', '3D Моделирование', 'Autodesk Revit', 'Обработка изображений', 'slam', 'visual slam', 'с++']",,,,24
False,ML-инженер,,False,False,Москва,"{'city': 'Москва', 'street': 'Серебряническая набережная', 'building': '29', 'lat': 55.750504, 'lng': 37.653182, 'description': None, 'raw': 'Москва, Серебряническая набережная, 29', 'metro': {'station_name': 'Курская', 'line_name': 'МЦД-2', 'station_id': '132.726', 'line_id': '132', 'lat': 55.757622, 'lng': 37.660767}, 'metro_stations': [{'station_name': 'Курская', 'line_name': 'МЦД-2', 'station_id': '132.726', 'line_id': '132', 'lat': 55.757622, 'lng': 37.660767}, {'station_name': 'Чкаловская', 'line_name': 'Люблинско-Дмитровская', 'station_id': '10.72', 'line_id': '10', 'lat': 55.755951, 'lng': 37.659293}], 'id': '3526245'}",РОВИ Факторинг Плюс,"{'requirement': 'Высшее математическое образование. Понимание процесса кредитования, математической статистики и мат моделирования. Знание Python (NumPy, Pandas, API интеграция), SQL.', 'responsibility': 'Участие в проекте по развитию системы управления рисками, проектах по внедрению ИТ-решений в области управления рисками. Разработка, валидация и...'}",Полный день,,False,Аналитик,Нет опыта,Полная занятость,[],,,,673
False,Data Scientist,,False,False,Москва,"{'city': 'Москва', 'street': 'Большая Татарская улица', 'building': '9', 'lat': 55.741602, 'lng': 37.633023, 'description': None, 'raw': 'Москва, Большая Татарская улица, 9', 'metro': {'station_name': 'Новокузнецкая', 'line_name': 'Замоскворецкая', 'station_id': '2.89', 'line_id': '2', 'lat': 55.742391, 'lng': 37.62928}, 'metro_stations': [{'station_name': 'Новокузнецкая', 'line_name': 'Замоскворецкая', 'station_id': '2.89', 'line_id': '2', 'lat': 55.742391, 'lng': 37.62928}], 'id': '13633936'}",KAMAZ DIGITAL,"{'requirement': 'Отличное владение Python и SQL. Готовность участвовать в развитии и разработке <highlighttext>ML</highlighttext>-инфраструктуры. Ведение технической документации. Проактивное участие в проектах. ', 'responsibility': 'Разрабатывать модели для прогнозирования показателей и метрик бизнеса. Участвовать в развитии и разработке <highlighttext>ML</highlighttext>-инфраструктуры. Доводить модели до прода. '}",Полный день,,False,Дата-сайентист,От 1 года до 3 лет,Полная занятость,[],,,,147
False,ML Engineer,,False,False,Владивосток,"{'city': 'Владивосток', 'street': 'проспект 100-летия Владивостока', 'building': '155к3', 'lat': 43.180305, 'lng': 131.916845, 'description': None, 'raw': 'Владивосток, проспект 100-летия Владивостока, 155к3', 'metro': None, 'metro_stations': [], 'id': '12414445'}",DNS Технологии,"{'requirement': 'Backend разработчик с опытом или интересом в области <highlighttext>ML</highlighttext> и DNN. Разработчик медиа пайплайнов, работал с gstreamer или deepstream. ', 'responsibility': 'Подготовка и разметка данных для обучения моделей, коммуникация с командой разметки. Приложения CV для подсчета очередей, контроля выкладки и перемещения...'}",Полный день,,False,"Программист, разработчик",Нет опыта,Полная занятость,['Python'],140000.0,102000.0,178000.0,12
False,ML разработчик,,False,False,Москва,,Компания KTB,"{'requirement': 'Опыт работы DS/MLE 2+ года. - Классический <highlighttext>ML</highlighttext> и DL (pytorch/tensorflow, onnx). - Хорошее понимание <highlighttext>ML</highlighttext> System Design. - ', 'responsibility': 'PPG: Heart Rate prediction. - Сопровождение сбора данных, составление требований для сборщиков, анализ качества сырых данных. - Дизайн, реализация преобразования сырых данных...'}",Гибкий график,,False,"Программист, разработчик",От 3 до 6 лет,Полная занятость,"['Python', 'PyTorch', 'TensorFlow']",500000.0,400000.0,,31
False,Python Developer (Junior+/Middle),,False,False,Москва,,LionAdverts,"{'requirement': 'Будет плюсом: - Опыт работы с Grafana, Docker, aiogram. - Опыт работы с обработкой изображений - OpenCV, Pillow. - Желание развиваться в сторону <highlighttext>ML</highlighttext>...', 'responsibility': 'Участие в проектировании архитектуры и реализации сервисов. - Разработка и поддержка существующих микросервисов. - Рефакторинг существующего кода. - Тестирование и отладка разработанного кода. - '}",Удаленная работа,,False,"Программист, разработчик",От 1 года до 3 лет,Полная занятость,"['Python', 'Grafana', 'FastAPI', 'Git', 'CI/CD', 'OpenCV', 'pandas', 'Numpy']",159003.0,,191570.88122605364,196
False,Python-разработчик (middle),,False,False,Москва,"{'city': 'Москва', 'street': 'проспект Вернадского', 'building': '41', 'lat': 55.67459, 'lng': 37.503468, 'description': None, 'raw': 'Москва, проспект Вернадского, 41', 'metro': None, 'metro_stations': [], 'id': '14633241'}",Рестрим Медиа,"{'requirement': 'Опыт разработки в коммерческих проектах: от 3 лет. Хорошее понимание python, ООП, знакомство с популярными библиотеками.', 'responsibility': 'Разработка компонентов рекомендательной системы. Интеграция <highlighttext>ML</highlighttext>-решений в сервисы. Участие в разработке пайплайнов аналитики. Разработка внутренних интерфейсов и B2...'}",Удаленная работа,,False,"Программист, разработчик",От 3 до 6 лет,Полная занятость,[],,,,147
False,Middle+/Senior Python Developer,,False,False,Москва,"{'city': 'Москва', 'street': '2-я Звенигородская улица', 'building': '13с41', 'lat': 55.761325, 'lng': 37.552642, 'description': None, 'raw': 'Москва, 2-я Звенигородская улица, 13с41', 'metro': {'station_name': 'Улица 1905 года', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.146', 'line_id': '7', 'lat': 55.763944, 'lng': 37.562271}, 'metro_stations': [{'station_name': 'Улица 1905 года', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.146', 'line_id': '7', 'lat': 55.763944, 'lng': 37.562271}], 'id': '3912620'}",Платформа Третье Мнение,"{'requirement': 'Знакомство с kafka. Опыт работы с изображениями в python. Работа с <highlighttext>ML</highlighttext> сервисами, опыт взаимодействия с библиотеĸами PyTorch, TensorFlow. ', 'responsibility': 'Разрабатывать микросервисы для обработки медицинских изображений. Писать тесты, участвовать в Code Review. Разворачивать сервисы во внутренней инфраструктуре и на стороне...'}",Полный день,,False,"Программист, разработчик",От 3 до 6 лет,Полная занятость,"['Python', 'Django Framework', 'SQL']",,,,49
False,ML-инженер / аналитик данных,,False,False,Москва,"{'city': 'Москва', 'street': 'Бумажный проезд', 'building': '14с2', 'lat': 55.789902, 'lng': 37.586904, 'description': None, 'raw': 'Москва, Бумажный проезд, 14с2', 'metro': None, 'metro_stations': [], 'id': '15901852'}",ФГУП ГлавНИВЦ Управления делами Президента Российской Федерации,"{'requirement': 'Высшее техническое образование (бакалавриат) по направлениям прикладные математика и информатика, прикладные математика и физика. Опыт разработки на языке Python от...', 'responsibility': 'Разработка сервисов для анализа данных на основе методов классического машинного обучения. Проектирование и разработка конвейеров обработки данных, архитектур нейронных сетей...'}",Полный день,,False,"BI-аналитик, аналитик данных",От 1 года до 3 лет,Полная занятость,"['Python', 'Docker', 'Scikit-learn', 'Keras', 'pandas', 'Numpy', 'PyTorch', 'Plotly']",,,,124
False,Бэк-энд разработчик Python,,False,True,Москва,"{'city': 'Москва', 'street': 'Кольцевая линия', 'building': 'метро Парк культуры', 'lat': 55.735307, 'lng': 37.592869, 'description': None, 'raw': 'Москва, Кольцевая линия, метро Парк культуры', 'metro': None, 'metro_stations': [], 'id': '5963531'}",Современные цифровые решения,"{'requirement': 'Необходимые навыки: Владение Python и разработка на Django. Опыт работы с Redis, Celery и Celery-beat для управления задачами. ', 'responsibility': 'Разработка сервисов/микросервисов. - интеграции с внешними сервисами. - разработка рекомендаций и продуктивизация <highlighttext>ML</highlighttext>-моделей для рекомендаций (а также их обучение). - '}",Полный день,,True,"Программист, разработчик",От 3 до 6 лет,Полная занятость,"['Python', 'Docker', 'PostgreSQL', 'Redis', 'Celery', 'Django Rest Framework']",,,,340
